document_id,url,file,titulo,rango,materia,no_norma,no_gaceta,fecha_publicacion,tipo_norma,match_number,term,category,subcategory,tier,matched_text,context
84EE0CBE02D1B904062570A100580DCC,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=84EE0CBE02D1B904062570A100580DCC&action=openDocument,data\legislation\html\84EE0CBE02D1B904062570A100580DCC.html,Que Establece las Políticas de Desarrollo Forestal de Nicaragua,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,50-2001,88,11/05/2001,Decreto,2,pago por servicios ambientales,economic_instruments,payments,2,Pago por servicios ambientales,- Pago por servicios ambientales y modalidades afines.
376155B1768A24B70625723300578EDA,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=376155B1768A24B70625723300578EDA&action=openDocument,data\legislation\html\376155B1768A24B70625723300578EDA.html,"Ley de Conservación, Fomento y Desarrollo Sostenible del Sector Forestal",Leyes,Medio Ambiente y Recursos Naturales,462,168,04/09/2003,Ley,1,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"Líneas de crédito específicas, cobros por servicios ambientales, programas y proyectos."
BA58507A747A5A94062572370068596F,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=BA58507A747A5A94062572370068596F&action=openDocument,data\legislation\html\BA58507A747A5A94062572370068596F.html,"Reglamento de la Ley No. 462, Ley de Conservación, Fomento y Desarrollo Sostenible del Sector Forestal",Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,73-2003,208,03/11/2003,Decreto,1,servicios ambientales,direct_es,ecosystem_services,1,Servicios Ambientales,"Servicios Ambientales del Bosque: Beneficios que brindan el bosque y las plantaciones forestales y que inciden directamente en la protección y el mejoramiento del medio ambiente, entre estos la mitigación de emisiones de gases de efecto invernadero, regulación y protección hidrológica, conservación de la biodiversidad, reducción de la vulnerabilidad ante desastres naturales."
BA58507A747A5A94062572370068596F,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=BA58507A747A5A94062572370068596F&action=openDocument,data\legislation\html\BA58507A747A5A94062572370068596F.html,"Reglamento de la Ley No. 462, Ley de Conservación, Fomento y Desarrollo Sostenible del Sector Forestal",Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,73-2003,208,03/11/2003,Decreto,2,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"Artículo 106.- El MARENA en un plazo de 12 meses después de que entre en vigencia el presente Reglamento deberá elaborar una propuesta de Reglamento sobre los procedimientos, establecimientos y obtención del aval gubernamental para el desarrollo de un mecanismo de pago por servicios ambientales, para la conservación de bosques y fijación de carbono en Nicaragua."
BA58507A747A5A94062572370068596F,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=BA58507A747A5A94062572370068596F&action=openDocument,data\legislation\html\BA58507A747A5A94062572370068596F.html,"Reglamento de la Ley No. 462, Ley de Conservación, Fomento y Desarrollo Sostenible del Sector Forestal",Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,73-2003,208,03/11/2003,Decreto,3,pago por servicios ambientales,economic_instruments,payments,2,pago por servicios ambientales,"Artículo 106.- El MARENA en un plazo de 12 meses después de que entre en vigencia el presente Reglamento deberá elaborar una propuesta de Reglamento sobre los procedimientos, establecimientos y obtención del aval gubernamental para el desarrollo de un mecanismo de pago por servicios ambientales, para la conservación de bosques y fijación de carbono en Nicaragua."
AF61E0059FF0F4910625724100585176,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=AF61E0059FF0F4910625724100585176&action=openDocument,data\legislation\html\AF61E0059FF0F4910625724100585176.html,De Establecimiento de la Política Nacional de Humedales,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,78-2003,220,19/11/2003,Decreto,1,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,Impulsar la valoración económica de los bienes y servicios ambientales que prestan los ecosistemas de humedal.
AF61E0059FF0F4910625724100585176,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=AF61E0059FF0F4910625724100585176&action=openDocument,data\legislation\html\AF61E0059FF0F4910625724100585176.html,De Establecimiento de la Política Nacional de Humedales,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,78-2003,220,19/11/2003,Decreto,2,bienes y servicios ambientales,direct_es,ecosystem_services,1,bienes y servicios ambientales,Impulsar la valoración económica de los bienes y servicios ambientales que prestan los ecosistemas de humedal.
AF61E0059FF0F4910625724100585176,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=AF61E0059FF0F4910625724100585176&action=openDocument,data\legislation\html\AF61E0059FF0F4910625724100585176.html,De Establecimiento de la Política Nacional de Humedales,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,78-2003,220,19/11/2003,Decreto,3,funciones ecológicas,direct_es,ecosystem_functions,1,funciones ecológicas,"Las actividades que se realicen en los ecosistemas de humedales, deben mantener el equilibrio natural, las funciones ecológicas del ecosistema y armonizar los intereses de las comunidades con la conservación de esos recursos contribuyendo a la distribución equitativa de sus beneficios."
AF61E0059FF0F4910625724100585176,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=AF61E0059FF0F4910625724100585176&action=openDocument,data\legislation\html\AF61E0059FF0F4910625724100585176.html,De Establecimiento de la Política Nacional de Humedales,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,78-2003,220,19/11/2003,Decreto,4,funciones ecológicas,direct_es,ecosystem_functions,1,funciones ecológicas,"Promover la conservación y el uso sostenible de los humedales con enfoque por ecosistemas, considerando al humedal como ecosistema frágil, promoviendo la protección de sus funciones ecológicas, su diversidad genética y asegurando la no alteración o deterioro de su integridad."
AF61E0059FF0F4910625724100585176,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=AF61E0059FF0F4910625724100585176&action=openDocument,data\legislation\html\AF61E0059FF0F4910625724100585176.html,De Establecimiento de la Política Nacional de Humedales,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,78-2003,220,19/11/2003,Decreto,5,incentivos para la conservación,economic_instruments,incentives,2,incentivos para la conservación,"IV Que los artículos 8 inciso d) y 11 del Convenio de Diversidad Biológica estipula que, los Estados partes deben promover la protección de ecosistemas y hábitat naturales; así como, adoptar medidas económicas y socialmente idóneas que actúen como incentivos para la conservación y utilización sostenible."
352C574FA5E83D24062570A4005AE5A4,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=352C574FA5E83D24062570A4005AE5A4&action=openDocument,data\legislation\html\352C574FA5E83D24062570A4005AE5A4.html,De Creación del Comité Nacional del Hombre y la Biósfera,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,8-2005,37,22/02/2005,Decreto,1,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"lll Que por la importancia estratégica para el desarrollo del país de las Reservas de Biosfera Río San Juan y BOSAWAS, por los invaluables bienes y servicios ambientales que ofrecen para el mantenimiento del equilibrio natural, así como su potencial para el abastecimiento de agua y energía, la formación de patrones de clima que benefician la economía nacional, su rica biodiversidad aún desconocida, y su valor social por constituir espacios de vida de importantes etnias y pueblos indígenas."
352C574FA5E83D24062570A4005AE5A4,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=352C574FA5E83D24062570A4005AE5A4&action=openDocument,data\legislation\html\352C574FA5E83D24062570A4005AE5A4.html,De Creación del Comité Nacional del Hombre y la Biósfera,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,8-2005,37,22/02/2005,Decreto,2,bienes y servicios ambientales,direct_es,ecosystem_services,1,bienes y servicios ambientales,"lll Que por la importancia estratégica para el desarrollo del país de las Reservas de Biosfera Río San Juan y BOSAWAS, por los invaluables bienes y servicios ambientales que ofrecen para el mantenimiento del equilibrio natural, así como su potencial para el abastecimiento de agua y energía, la formación de patrones de clima que benefician la economía nacional, su rica biodiversidad aún desconocida, y su valor social por constituir espacios de vida de importantes etnias y pueblos indígenas."
33CA55EBEAEC13C6062572A0006C725A,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=33CA55EBEAEC13C6062572A0006C725A&action=openDocument,data\legislation\html\33CA55EBEAEC13C6062572A0006C725A.html,Reglamento de Áreas Protegidas de Nicaragua,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,01-2007,8,11/01/2007,Decreto,1,servicios ambientales,direct_es,ecosystem_services,1,SERVICIOS AMBIENTALES,SERVICIOS AMBIENTALES: Son beneficios que brindan los ecosistemas a la sociedad y que inciden directa o indirectamente en la protección y mejoramiento del ambiente y en la calidad de vida de las personas.
33CA55EBEAEC13C6062572A0006C725A,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=33CA55EBEAEC13C6062572A0006C725A&action=openDocument,data\legislation\html\33CA55EBEAEC13C6062572A0006C725A.html,Reglamento de Áreas Protegidas de Nicaragua,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,01-2007,8,11/01/2007,Decreto,2,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,2.2 Identificación de los bienes y servicios ambientales.
33CA55EBEAEC13C6062572A0006C725A,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=33CA55EBEAEC13C6062572A0006C725A&action=openDocument,data\legislation\html\33CA55EBEAEC13C6062572A0006C725A.html,Reglamento de Áreas Protegidas de Nicaragua,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,01-2007,8,11/01/2007,Decreto,3,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"2) Promover el desarrollo regional basado en la producción y uso sostenible de los recursos naturales, diversificación y aplicación de tecnologías de bajo impacto ambiental, manteniendo ambientes naturales con altos valores de servicios ambientales y procesos ecológicos esenciales para la sostenibilidad, respetando el manejo de cada área protegida que la íntegra."
33CA55EBEAEC13C6062572A0006C725A,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=33CA55EBEAEC13C6062572A0006C725A&action=openDocument,data\legislation\html\33CA55EBEAEC13C6062572A0006C725A.html,Reglamento de Áreas Protegidas de Nicaragua,Decretos Ejecutivos,Medio Ambiente y Recursos Naturales,01-2007,8,11/01/2007,Decreto,4,bienes y servicios ambientales,direct_es,ecosystem_services,1,bienes y servicios ambientales,2.2 Identificación de los bienes y servicios ambientales.
C5DC821BBED99F30062573440066ED10,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C5DC821BBED99F30062573440066ED10&action=openDocument,data\legislation\html\C5DC821BBED99F30062573440066ED10.html,Ley que Crea la Comisión de Desarrollo Sostenible de la Cuenca Hídrica del Lago Cocibolca y del Río San Juan,Leyes,Medio Ambiente y Recursos Naturales,626,159,21/08/2007,Ley,1,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"1 de la presente Ley, el que deberá incluir medidas económicas, sociales y ambientales necesarias para asegurar la existencia y permanencia de la misma; b) Contribuir a la articulación de esfuerzos institucionales, económicos y sociales para garantizar el máximo provecho de los recursos naturales servicios ambientales; c) Implementar y dar seguimiento al Plan de Acción; y d) Gestionar los recursos financieros para el fortalecimiento de las acciones globales y a nivel local, derivadas del Plan."
C0C1931F74480A55062573760075BD4B,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C0C1931F74480A55062573760075BD4B&action=openDocument,data\legislation\html\C0C1931F74480A55062573760075BD4B.html,Ley General de Aguas Nacionales,Leyes,Medio Ambiente y Recursos Naturales,620,169,04/09/2007,Ley,1,servicios ambientales,direct_es,ecosystem_services,1,Servicios Ambientales,"Servicios Ambientales de Carácter Hídrico: Servicios y beneficios de interés social que se generan o se derivan de las cuencas hidrográficas y sus componentes, entre estos, la conservación de los ciclos hidrológicos y la provisión del agua en calidad y cantidad, la recarga de acuíferos; la purificación de cuerpos de agua; el amortiguamiento del impacto de los fenómenos naturales; la protección de la biodiversidad, de los ecosistemas y formas de vida; la protección y recuperación de suelos."
C0C1931F74480A55062573760075BD4B,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C0C1931F74480A55062573760075BD4B&action=openDocument,data\legislation\html\C0C1931F74480A55062573760075BD4B.html,Ley General de Aguas Nacionales,Leyes,Medio Ambiente y Recursos Naturales,620,169,04/09/2007,Ley,2,servicios ambientales,direct_es,ecosystem_services,1,Servicios Ambientales,"Con el fin de dar al usuario y a la sociedad indicaciones claras sobre el valor real del agua y las formas que sus costos inciden en su precio, prestación de servicios de agua y su conservación, así como, incentivar bajo los procesos y mecanismos pertinentes la racionalización del uso y reuso del agua y obtener recursos económicos para el financiamiento de la planificación hídrica; e) El Pago por Servicios Ambientales del Recurso Hídrico."
C0C1931F74480A55062573760075BD4B,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C0C1931F74480A55062573760075BD4B&action=openDocument,data\legislation\html\C0C1931F74480A55062573760075BD4B.html,Ley General de Aguas Nacionales,Leyes,Medio Ambiente y Recursos Naturales,620,169,04/09/2007,Ley,3,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"Tiene por objeto elaborar las bases económicas, técnicas, jurídicas y ambientales necesarias, para instrumentar un sistema de pago consistente y generalizado por estos servicios ambientales que se originan de las Cuencas Hidrográficas del país; f) Los Instrumentos Sociales."
C0C1931F74480A55062573760075BD4B,http://legislacion.asamblea.nacional.gob.ni/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C0C1931F74480A55062573760075BD4B&action=openDocument,data\legislation\html\C0C1931F74480A55062573760075BD4B.html,Ley General de Aguas Nacionales,Leyes,Medio Ambiente y Recursos Naturales,620,169,04/09/2007,Ley,4,servicios ambientales,direct_es,ecosystem_services,1,servicios ambientales,"y el desarrollo tecnológico en materia de agua; i) Impulsar la formación y capacitación de los recursos humanos que se requieran; j) Otorgar, modificar, prorrogar, suspender o extinguir los títulos de concesión y licencia y para el uso o aprovechamiento del agua y de sus bienes, y los permisos para el vertido de las aguas residuales en cuerpos receptores de dominio público; k) Organizar el funcionamiento del Registro Público Nacional de Derechos de Agua; l) Proponer al Poder Ejecutivo para los trámites legislativos correspondientes, el establecimiento y las modificaciones de los cánones por el uso o aprovechamiento de recursos hídricos; m) Normar, regular y controlar sobre la construcción de todo tipo de obras de infraestructura hidráulica; n) Realizar periódicamente los estudios y análisis sobre la valoración económica y financiera del agua por fuente de suministro, localidad y tipo de uso, que soporten los criterios para el cobro de tarifas y cánones de agua, incluyendo el pago por servicios ambientales hidrológicos; y ñ) Proponer las declaratorias de clasificación de zonas de alto riesgo por inundación."
